road,lat,lon,current_speed,free_flow_speed,confidence,timestamp
Sultan Alauddin,-5.202323,119.495785,28,35,0.964629,2025-06-02 14:54:59
Boulevard,-5.156843,119.446864,19,24,0.925876,2025-06-02 15:00:00
Tun Abdul Razak,-5.180458,119.465541,30,36,0.865577,2025-06-02 15:00:01
Sultan Alauddin,-5.202323,119.495785,28,35,0.95753,2025-06-02 15:00:02
Boulevard,-5.156843,119.446864,19,24,0.899957,2025-06-02 15:05:03
Tun Abdul Razak,-5.180458,119.465541,30,36,0.854498,2025-06-02 15:05:04
Sultan Alauddin,-5.202323,119.495785,28,35,0.945372,2025-06-02 15:05:04
Boulevard,-5.156843,119.446864,19,24,0.88625,2025-06-02 15:10:05
Tun Abdul Razak,-5.180458,119.465541,30,36,0.83472,2025-06-02 15:10:06
Sultan Alauddin,-5.202323,119.495785,28,35,0.940243,2025-06-02 15:10:07
Boulevard,-5.156843,119.446864,18,24,0.884188,2025-06-02 15:15:08
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 15:15:09
Sultan Alauddin,-5.202323,119.495785,29,35,0.92994,2025-06-02 15:15:09
Boulevard,-5.156843,119.446864,18,23,0.852427,2025-06-02 15:20:10
Tun Abdul Razak,-5.180458,119.465541,30,35,0.782995,2025-06-02 15:20:11
Sultan Alauddin,-5.202323,119.495785,29,35,0.952989,2025-06-02 15:20:12
Boulevard,-5.156843,119.446864,19,24,0.84271,2025-06-02 15:25:13
Tun Abdul Razak,-5.180458,119.465541,30,36,0.805755,2025-06-02 15:25:14
Sultan Alauddin,-5.202323,119.495785,29,35,0.969202,2025-06-02 15:25:14
Boulevard,-5.156843,119.446864,18,24,0.84996,2025-06-02 15:30:15
Tun Abdul Razak,-5.180458,119.465541,29,36,0.852385,2025-06-02 15:30:16
Sultan Alauddin,-5.202323,119.495785,28,35,0.972019,2025-06-02 15:30:17
Boulevard,-5.156843,119.446864,18,23,0.924609,2025-06-02 15:35:17
Tun Abdul Razak,-5.180458,119.465541,29,36,0.941347,2025-06-02 15:35:18
Sultan Alauddin,-5.202323,119.495785,28,34,0.972827,2025-06-02 15:35:19
Boulevard,-5.156843,119.446864,18,24,0.914601,2025-06-02 15:40:20
Tun Abdul Razak,-5.180458,119.465541,28,35,0.958288,2025-06-02 15:40:21
Sultan Alauddin,-5.202323,119.495785,28,35,0.975954,2025-06-02 15:40:22
Boulevard,-5.156843,119.446864,18,23,0.910322,2025-06-02 15:45:23
Tun Abdul Razak,-5.180458,119.465541,28,35,0.958387,2025-06-02 15:45:24
Sultan Alauddin,-5.202323,119.495785,27,35,0.972079,2025-06-02 15:45:25
Boulevard,-5.156843,119.446864,18,23,0.895014,2025-06-02 15:50:26
Tun Abdul Razak,-5.180458,119.465541,28,36,0.960502,2025-06-02 15:50:26
Sultan Alauddin,-5.202323,119.495785,27,35,0.975597,2025-06-02 15:50:27
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 15:55:28
Tun Abdul Razak,-5.180458,119.465541,28,35,0.950904,2025-06-02 15:55:29
Sultan Alauddin,-5.202323,119.495785,27,35,0.97084,2025-06-02 15:55:30
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 16:00:31
Tun Abdul Razak,-5.180458,119.465541,29,36,0.901705,2025-06-02 16:00:31
Sultan Alauddin,-5.202323,119.495785,28,35,0.963902,2025-06-02 16:00:32
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 16:05:33
Tun Abdul Razak,-5.180458,119.465541,30,36,0.846677,2025-06-02 16:05:34
Sultan Alauddin,-5.202323,119.495785,27,35,0.963473,2025-06-02 16:05:35
Boulevard,-5.156843,119.446864,18,23,0.921534,2025-06-02 16:10:36
Tun Abdul Razak,-5.180458,119.465541,29,36,0.856678,2025-06-02 16:10:37
Sultan Alauddin,-5.202323,119.495785,28,35,0.958965,2025-06-02 16:10:38
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 16:15:39
Tun Abdul Razak,-5.180458,119.465541,30,35,0.904733,2025-06-02 16:15:40
Sultan Alauddin,-5.202323,119.495785,28,34,0.945515,2025-06-02 16:15:41
Boulevard,-5.156843,119.446864,18,24,0.940931,2025-06-02 16:20:42
Tun Abdul Razak,-5.180458,119.465541,30,36,0.901034,2025-06-02 16:20:43
Sultan Alauddin,-5.202323,119.495785,28,34,0.904642,2025-06-02 16:20:44
Boulevard,-5.156843,119.446864,19,24,0.935972,2025-06-02 16:25:47
Tun Abdul Razak,-5.180458,119.465541,29,35,0.905522,2025-06-02 16:25:48
Sultan Alauddin,-5.202323,119.495785,27,35,0.907436,2025-06-02 16:25:49
Boulevard,-5.156843,119.446864,17,24,0.928775,2025-06-02 16:30:50
Tun Abdul Razak,-5.180458,119.465541,29,36,0.908267,2025-06-02 16:30:51
Sultan Alauddin,-5.202323,119.495785,27,35,0.924962,2025-06-02 16:30:52
Boulevard,-5.156843,119.446864,16,23,0.929893,2025-06-02 16:35:53
Tun Abdul Razak,-5.180458,119.465541,28,36,0.930235,2025-06-02 16:35:54
Sultan Alauddin,-5.202323,119.495785,27,34,0.935826,2025-06-02 16:35:55
Boulevard,-5.156843,119.446864,19,24,0.900997,2025-06-02 16:40:55
Tun Abdul Razak,-5.180458,119.465541,28,35,0.941167,2025-06-02 16:40:56
Sultan Alauddin,-5.202323,119.495785,28,35,0.940121,2025-06-02 16:40:57
Boulevard,-5.156843,119.446864,18,24,0.888635,2025-06-02 16:45:58
Tun Abdul Razak,-5.180458,119.465541,28,36,0.943354,2025-06-02 16:45:58
Sultan Alauddin,-5.202323,119.495785,28,35,0.955312,2025-06-02 16:45:59
Boulevard,-5.156843,119.446864,16,24,0.855537,2025-06-02 16:51:00
Tun Abdul Razak,-5.180458,119.465541,26,35,0.954756,2025-06-02 16:51:01
Sultan Alauddin,-5.202323,119.495785,27,35,0.968605,2025-06-02 16:51:02
Boulevard,-5.156843,119.446864,19,24,0.862259,2025-06-02 16:56:03
Tun Abdul Razak,-5.180458,119.465541,26,36,0.961373,2025-06-02 16:56:04
Sultan Alauddin,-5.202323,119.495785,27,35,0.965868,2025-06-02 16:56:05
Boulevard,-5.156843,119.446864,18,23,0.877848,2025-06-02 17:01:06
Tun Abdul Razak,-5.180458,119.465541,25,35,0.967183,2025-06-02 17:01:07
Sultan Alauddin,-5.202323,119.495785,27,34,0.953922,2025-06-02 17:01:08
Boulevard,-5.156843,119.446864,17,23,0.882522,2025-06-02 17:06:09
Tun Abdul Razak,-5.180458,119.465541,26,36,0.965701,2025-06-02 17:06:10
Sultan Alauddin,-5.202323,119.495785,27,35,0.936237,2025-06-02 17:06:11
Boulevard,-5.156843,119.446864,16,23,0.884486,2025-06-02 17:11:12
Tun Abdul Razak,-5.180458,119.465541,25,36,0.966964,2025-06-02 17:11:12
Sultan Alauddin,-5.202323,119.495785,26,34,0.912115,2025-06-02 17:11:13
Boulevard,-5.156843,119.446864,17,24,0.922431,2025-06-02 17:16:14
Tun Abdul Razak,-5.180458,119.465541,25,36,0.96645,2025-06-02 17:16:15
Sultan Alauddin,-5.202323,119.495785,26,35,0.910354,2025-06-02 17:16:16
Boulevard,-5.156843,119.446864,18,24,0.922226,2025-06-02 17:21:17
Tun Abdul Razak,-5.180458,119.465541,25,35,0.959228,2025-06-02 17:21:18
Sultan Alauddin,-5.202323,119.495785,25,34,0.926682,2025-06-02 17:21:19
Boulevard,-5.156843,119.446864,16,24,0.897357,2025-06-02 17:26:20
Tun Abdul Razak,-5.180458,119.465541,25,36,0.945293,2025-06-02 17:26:21
Sultan Alauddin,-5.202323,119.495785,24,35,0.926733,2025-06-02 17:26:22
Boulevard,-5.156843,119.446864,17,24,0.878373,2025-06-02 17:31:23
Tun Abdul Razak,-5.180458,119.465541,26,36,0.926576,2025-06-02 17:31:24
Sultan Alauddin,-5.202323,119.495785,24,35,0.937224,2025-06-02 17:31:24
Boulevard,-5.156843,119.446864,16,23,0.82238,2025-06-02 17:36:26
Tun Abdul Razak,-5.180458,119.465541,29,36,0.906583,2025-06-02 17:36:26
Sultan Alauddin,-5.202323,119.495785,25,34,0.937339,2025-06-02 17:36:27
Boulevard,-5.156843,119.446864,17,23,0.840509,2025-06-02 17:41:28
Tun Abdul Razak,-5.180458,119.465541,28,35,0.87432,2025-06-02 17:41:29
Sultan Alauddin,-5.202323,119.495785,25,35,0.937199,2025-06-02 17:41:30
Boulevard,-5.156843,119.446864,18,24,0.790169,2025-06-02 17:46:31
Tun Abdul Razak,-5.180458,119.465541,27,36,0.851945,2025-06-02 17:46:32
Sultan Alauddin,-5.202323,119.495785,26,34,0.923106,2025-06-02 17:46:32
Boulevard,-5.156843,119.446864,17,23,0.845838,2025-06-02 17:51:33
Tun Abdul Razak,-5.180458,119.465541,27,35,0.852468,2025-06-02 17:51:34
Sultan Alauddin,-5.202323,119.495785,26,35,0.936159,2025-06-02 17:51:35
Boulevard,-5.156843,119.446864,18,24,0.859947,2025-06-02 17:56:36
Tun Abdul Razak,-5.180458,119.465541,26,36,0.870734,2025-06-02 17:56:37
Sultan Alauddin,-5.202323,119.495785,26,35,0.941413,2025-06-02 17:56:37
Boulevard,-5.156843,119.446864,18,23,0.888375,2025-06-02 18:01:39
Tun Abdul Razak,-5.180458,119.465541,26,36,0.849517,2025-06-02 18:01:40
Sultan Alauddin,-5.202323,119.495785,26,34,0.927389,2025-06-02 18:01:40
Boulevard,-5.156843,119.446864,19,24,0.897456,2025-06-02 18:06:41
Tun Abdul Razak,-5.180458,119.465541,26,35,0.870462,2025-06-02 18:06:42
Sultan Alauddin,-5.202323,119.495785,25,34,0.93079,2025-06-02 18:06:43
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 18:11:44
Tun Abdul Razak,-5.180458,119.465541,27,36,0.870296,2025-06-02 18:11:45
Sultan Alauddin,-5.202323,119.495785,25,34,0.935698,2025-06-02 18:11:45
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 18:16:47
Tun Abdul Razak,-5.180458,119.465541,29,36,0.891675,2025-06-02 18:16:47
Sultan Alauddin,-5.202323,119.495785,26,35,0.908838,2025-06-02 18:16:48
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 18:21:49
Tun Abdul Razak,-5.180458,119.465541,30,36,0.895376,2025-06-02 18:21:49
Sultan Alauddin,-5.202323,119.495785,26,34,0.896215,2025-06-02 18:21:50
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 18:26:51
Tun Abdul Razak,-5.180458,119.465541,29,36,0.87391,2025-06-02 18:26:52
Sultan Alauddin,-5.202323,119.495785,27,34,0.90183,2025-06-02 18:26:53
Boulevard,-5.156843,119.446864,19,23,0.921968,2025-06-02 18:31:54
Tun Abdul Razak,-5.180458,119.465541,28,35,0.91504,2025-06-02 18:31:54
Sultan Alauddin,-5.202323,119.495785,27,35,0.915629,2025-06-02 18:31:55
Boulevard,-5.156843,119.446864,18,23,0.917322,2025-06-02 18:36:56
Tun Abdul Razak,-5.180458,119.465541,27,36,0.925195,2025-06-02 18:36:57
Sultan Alauddin,-5.202323,119.495785,26,34,0.900925,2025-06-02 18:36:58
Boulevard,-5.156843,119.446864,17,23,0.928373,2025-06-02 18:41:59
Tun Abdul Razak,-5.180458,119.465541,27,35,0.926451,2025-06-02 18:41:59
Sultan Alauddin,-5.202323,119.495785,25,34,0.912543,2025-06-02 18:42:00
Boulevard,-5.156843,119.446864,18,23,0.922172,2025-06-02 18:47:01
Tun Abdul Razak,-5.180458,119.465541,27,35,0.927844,2025-06-02 18:47:02
Sultan Alauddin,-5.202323,119.495785,25,34,0.926833,2025-06-02 18:47:02
Boulevard,-5.156843,119.446864,18,23,0.919625,2025-06-02 18:52:03
Tun Abdul Razak,-5.180458,119.465541,27,36,0.925154,2025-06-02 18:52:04
Sultan Alauddin,-5.202323,119.495785,26,35,0.943792,2025-06-02 18:52:05
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 18:57:06
Tun Abdul Razak,-5.180458,119.465541,27,35,0.911914,2025-06-02 18:57:07
Sultan Alauddin,-5.202323,119.495785,25,35,0.938888,2025-06-02 18:57:07
Boulevard,-5.156843,119.446864,19,23,0.917975,2025-06-02 19:02:10
Tun Abdul Razak,-5.180458,119.465541,27,35,0.853181,2025-06-02 19:02:12
Sultan Alauddin,-5.202323,119.495785,24,34,0.924351,2025-06-02 19:02:13
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:07:14
Tun Abdul Razak,-5.180458,119.465541,27,35,0.846761,2025-06-02 19:07:15
Sultan Alauddin,-5.202323,119.495785,25,34,0.914928,2025-06-02 19:07:16
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:12:17
Tun Abdul Razak,-5.180458,119.465541,27,36,0.86207,2025-06-02 19:12:18
Sultan Alauddin,-5.202323,119.495785,25,34,0.889795,2025-06-02 19:12:19
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:17:21
Tun Abdul Razak,-5.180458,119.465541,27,35,0.867441,2025-06-02 19:17:21
Sultan Alauddin,-5.202323,119.495785,25,35,0.844945,2025-06-02 19:17:22
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:22:23
Tun Abdul Razak,-5.180458,119.465541,27,35,0.900974,2025-06-02 19:22:25
Sultan Alauddin,-5.202323,119.495785,25,34,0.844544,2025-06-02 19:22:25
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:27:26
Tun Abdul Razak,-5.180458,119.465541,27,36,0.933023,2025-06-02 19:27:27
Sultan Alauddin,-5.202323,119.495785,24,34,0.848921,2025-06-02 19:27:28
Boulevard,-5.156843,119.446864,18,23,0.898628,2025-06-02 19:32:29
Tun Abdul Razak,-5.180458,119.465541,27,36,0.949018,2025-06-02 19:32:30
Sultan Alauddin,-5.202323,119.495785,25,34,0.851588,2025-06-02 19:32:31
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:37:32
Tun Abdul Razak,-5.180458,119.465541,27,36,0.945599,2025-06-02 19:37:33
Sultan Alauddin,-5.202323,119.495785,25,34,0.871109,2025-06-02 19:37:35
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:42:35
Tun Abdul Razak,-5.180458,119.465541,26,35,0.946042,2025-06-02 19:42:36
Sultan Alauddin,-5.202323,119.495785,25,34,0.879812,2025-06-02 19:42:37
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:47:38
Tun Abdul Razak,-5.180458,119.465541,26,35,0.946285,2025-06-02 19:47:39
Sultan Alauddin,-5.202323,119.495785,25,35,0.878617,2025-06-02 19:47:40
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:52:40
Tun Abdul Razak,-5.180458,119.465541,26,35,0.928248,2025-06-02 19:52:41
Sultan Alauddin,-5.202323,119.495785,24,34,0.878226,2025-06-02 19:52:42
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 19:57:43
Tun Abdul Razak,-5.180458,119.465541,25,35,0.893446,2025-06-02 19:57:44
Sultan Alauddin,-5.202323,119.495785,25,34,0.901832,2025-06-02 19:57:45
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:02:46
Tun Abdul Razak,-5.180458,119.465541,26,35,0.91678,2025-06-02 20:02:46
Sultan Alauddin,-5.202323,119.495785,25,34,0.945112,2025-06-02 20:02:47
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:07:49
Tun Abdul Razak,-5.180458,119.465541,25,35,0.927413,2025-06-02 20:07:49
Sultan Alauddin,-5.202323,119.495785,25,35,0.952409,2025-06-02 20:07:50
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:12:51
Tun Abdul Razak,-5.180458,119.465541,27,36,0.946308,2025-06-02 20:12:51
Sultan Alauddin,-5.202323,119.495785,25,35,0.95488,2025-06-02 20:12:52
Boulevard,-5.156843,119.446864,19,24,0.925941,2025-06-02 20:17:54
Tun Abdul Razak,-5.180458,119.465541,27,35,0.941349,2025-06-02 20:17:55
Sultan Alauddin,-5.202323,119.495785,26,35,0.955979,2025-06-02 20:17:55
Boulevard,-5.156843,119.446864,18,23,0.885427,2025-06-02 20:22:57
Tun Abdul Razak,-5.180458,119.465541,28,36,0.937878,2025-06-02 20:22:58
Sultan Alauddin,-5.202323,119.495785,26,34,0.955984,2025-06-02 20:23:00
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:37:48
Tun Abdul Razak,-5.180458,119.465541,30,35,0.925091,2025-06-02 20:37:49
Sultan Alauddin,-5.202323,119.495785,28,34,0.919348,2025-06-02 20:37:51
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:42:52
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 20:42:53
Sultan Alauddin,-5.202323,119.495785,27,35,0.92906,2025-06-02 20:42:53
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:47:55
Tun Abdul Razak,-5.180458,119.465541,30,36,0.889738,2025-06-02 20:47:56
Sultan Alauddin,-5.202323,119.495785,27,35,0.924861,2025-06-02 20:47:57
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:52:59
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 20:53:00
Sultan Alauddin,-5.202323,119.495785,26,35,0.92308,2025-06-02 20:53:01
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 20:58:04
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 20:58:04
Sultan Alauddin,-5.202323,119.495785,27,34,0.929444,2025-06-02 20:58:13
Boulevard,-5.156843,119.446864,18,22,0.893884,2025-06-02 21:03:14
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:03:15
Sultan Alauddin,-5.202323,119.495785,28,34,0.944303,2025-06-02 21:03:21
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:08:23
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:08:23
Sultan Alauddin,-5.202323,119.495785,27,34,0.947243,2025-06-02 21:08:26
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:13:28
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:13:29
Sultan Alauddin,-5.202323,119.495785,27,34,0.962212,2025-06-02 21:13:34
Boulevard,-5.156843,119.446864,17,23,0.855581,2025-06-02 21:18:38
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:18:39
Sultan Alauddin,-5.202323,119.495785,26,34,0.95967,2025-06-02 21:18:41
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:23:42
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:23:43
Sultan Alauddin,-5.202323,119.495785,27,35,0.950554,2025-06-02 21:23:45
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:28:46
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:28:47
Sultan Alauddin,-5.202323,119.495785,27,35,0.925376,2025-06-02 21:28:49
Boulevard,-5.156843,119.446864,23,23,1,2025-06-02 21:33:50
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-02 21:33:51
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-02 21:33:52
Boulevard,-5.156843,119.446864,23,23,1,2025-06-02 21:38:54
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-02 21:38:55
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-02 21:38:55
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:43:57
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:43:59
Sultan Alauddin,-5.202323,119.495785,28,34,0.9315,2025-06-02 21:44:00
Boulevard,-5.156843,119.446864,23,23,1,2025-06-02 21:49:02
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-02 21:49:02
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-02 21:49:04
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 06:31:18
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 06:31:18
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 06:31:19
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 06:36:20
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 06:36:20
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 06:36:21
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 06:41:22
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 06:41:23
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 06:41:23
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 06:46:24
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 06:46:25
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 06:46:25
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:51:26
Tun Abdul Razak,-5.180458,119.465541,32,36,0.96279,2025-06-03 06:51:27
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:51:28
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:56:29
Tun Abdul Razak,-5.180458,119.465541,32,36,0.942723,2025-06-03 06:56:29
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:56:30
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:01:31
Tun Abdul Razak,-5.180458,119.465541,32,36,0.935618,2025-06-03 07:01:32
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:01:32
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:06:33
Tun Abdul Razak,-5.180458,119.465541,32,36,0.892964,2025-06-03 07:06:34
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:06:35
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:11:36
Tun Abdul Razak,-5.180458,119.465541,31,35,0.877071,2025-06-03 07:11:37
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:11:37
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:16:38
Tun Abdul Razak,-5.180458,119.465541,31,36,0.899907,2025-06-03 07:16:39
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:16:40
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:21:41
Tun Abdul Razak,-5.180458,119.465541,29,35,0.918451,2025-06-03 07:21:42
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:21:43
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:26:44
Tun Abdul Razak,-5.180458,119.465541,29,36,0.920417,2025-06-03 07:26:45
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:26:45
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:31:46
Tun Abdul Razak,-5.180458,119.465541,29,36,0.939277,2025-06-03 07:31:47
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:31:48
Boulevard,-5.156843,119.446864,20,22,0.90467,2025-06-03 07:36:49
Tun Abdul Razak,-5.180458,119.465541,29,35,0.925194,2025-06-03 07:36:50
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:36:51
Boulevard,-5.156843,119.446864,20,23,0.90112,2025-06-03 07:41:52
Tun Abdul Razak,-5.180458,119.465541,30,36,0.896577,2025-06-03 07:41:52
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:41:53
Boulevard,-5.156843,119.446864,20,23,0.890474,2025-06-03 07:46:54
Tun Abdul Razak,-5.180458,119.465541,30,35,0.859043,2025-06-03 07:46:55
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:46:56
Boulevard,-5.156843,119.446864,19,23,0.910224,2025-06-03 07:51:57
Tun Abdul Razak,-5.180458,119.465541,30,36,0.847364,2025-06-03 07:51:58
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:51:59
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:57:00
Tun Abdul Razak,-5.180458,119.465541,30,35,0.857845,2025-06-03 07:57:01
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:57:01
Boulevard,-5.156843,119.446864,19,23,0.918147,2025-06-03 08:02:02
Tun Abdul Razak,-5.180458,119.465541,29,36,0.90226,2025-06-03 08:02:03
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:02:03
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:07:04
Tun Abdul Razak,-5.180458,119.465541,29,36,0.907932,2025-06-03 08:07:05
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:07:06
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:12:07
Tun Abdul Razak,-5.180458,119.465541,29,35,0.937169,2025-06-03 08:12:08
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:12:08
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:17:09
Tun Abdul Razak,-5.180458,119.465541,31,36,0.942196,2025-06-03 08:17:10
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:17:11
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:22:12
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:22:13
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:22:14
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:27:14
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:27:15
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:27:16
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:32:17
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:32:18
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:32:19
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:37:20
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:37:20
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:37:21
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:42:22
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:42:24
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:42:25
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:47:25
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:47:26
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:47:27
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:52:28
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:52:29
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:52:30
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 08:57:31
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 08:57:32
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 08:57:33
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 09:02:34
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 09:02:34
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 09:02:35
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 09:07:36
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-03 09:07:37
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-03 09:07:37
Boulevard,-5.156843,119.446864,23,23,1,2025-06-03 09:12:39
