road,lat,lon,current_speed,free_flow_speed,confidence,timestamp,congestion_percent,rush_hour,congestion_level,low_confidence,is_weekend,hour,speed_diff,temperature,weathercode,weather
Sultan Alauddin,-5.202323,119.495785,27,34,0.929444,2025-06-02 20:58:13,20.588235294117652,False,Low,False,False,20,-8.0,25.6,61,rainy
Boulevard,-5.156843,119.446864,18,22,0.893884,2025-06-02 21:03:14,18.181818181818176,False,Low,False,False,21,-9.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:03:15,0.0,False,Low,False,False,21,17.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,28,34,0.944303,2025-06-02 21:03:21,17.647058823529417,False,Low,False,False,21,-7.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:08:23,0.0,False,Low,False,False,21,-5.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:08:23,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,27,34,0.947243,2025-06-02 21:08:26,20.588235294117652,False,Low,False,False,21,-8.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:13:28,0.0,False,Low,False,False,21,-4.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:13:29,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,27,34,0.962212,2025-06-02 21:13:34,20.588235294117652,False,Low,False,False,21,-8.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,17,23,0.855581,2025-06-02 21:18:38,26.086956521739136,False,Low,False,False,21,-10.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:18:39,0.0,False,Low,False,False,21,18.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,26,34,0.95967,2025-06-02 21:18:41,23.529411764705888,False,Low,False,False,21,-9.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:23:42,0.0,False,Low,False,False,21,-3.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:23:43,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,27,35,0.950554,2025-06-02 21:23:45,22.857142857142854,False,Low,False,False,21,-8.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:28:46,0.0,False,Low,False,False,21,-4.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:28:47,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,27,35,0.925376,2025-06-02 21:28:49,22.857142857142854,False,Low,False,False,21,-8.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:33:50,0.0,False,Low,False,False,21,-4.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:33:51,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-02 21:33:52,0.0,False,Low,False,False,21,0.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:38:54,0.0,False,Low,False,False,21,-12.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:38:55,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-02 21:38:55,0.0,False,Low,False,False,21,0.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:43:57,0.0,False,Low,False,False,21,-12.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:43:59,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,28,34,0.9315,2025-06-02 21:44:00,17.647058823529417,False,Low,False,False,21,-7.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-02 21:49:02,0.0,False,Low,False,False,21,-5.0,24.9,63,rainy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-02 21:49:02,0.0,False,Low,False,False,21,12.0,24.9,63,rainy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-02 21:49:04,0.0,False,Low,False,False,21,0.0,24.9,63,rainy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:31:18,0.0,True,Low,False,False,6,-12.0,23.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 06:31:18,0.0,True,Low,False,False,6,12.0,23.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:31:19,0.0,True,Low,False,False,6,0.0,23.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:36:20,0.0,True,Low,False,False,6,-12.0,23.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 06:36:20,0.0,True,Low,False,False,6,12.0,23.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:36:21,0.0,True,Low,False,False,6,0.0,23.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:41:22,0.0,True,Low,False,False,6,-12.0,23.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 06:41:23,0.0,True,Low,False,False,6,12.0,23.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:41:23,0.0,True,Low,False,False,6,0.0,23.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:46:24,0.0,True,Low,False,False,6,-12.0,23.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 06:46:25,0.0,True,Low,False,False,6,12.0,23.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:46:25,0.0,True,Low,False,False,6,0.0,23.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:51:26,0.0,True,Low,False,False,6,-12.0,23.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,32,36,0.96279,2025-06-03 06:51:27,11.111111111111116,True,Low,False,False,6,9.0,23.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:51:28,0.0,True,Low,False,False,6,3.0,23.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 06:56:29,0.0,True,Low,False,False,6,-12.0,23.7,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,32,36,0.942723,2025-06-03 06:56:29,11.111111111111116,True,Low,False,False,6,9.0,23.7,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 06:56:30,0.0,True,Low,False,False,6,3.0,23.7,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:01:31,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,32,36,0.935618,2025-06-03 07:01:32,11.111111111111116,True,Low,False,False,7,9.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:01:32,0.0,True,Low,False,False,7,3.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:06:33,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,32,36,0.892964,2025-06-03 07:06:34,11.111111111111116,True,Low,False,False,7,9.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:06:35,0.0,True,Low,False,False,7,3.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:11:36,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,31,35,0.877071,2025-06-03 07:11:37,11.428571428571432,True,Low,False,False,7,8.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:11:37,0.0,True,Low,False,False,7,4.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:16:38,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,31,36,0.899907,2025-06-03 07:16:39,13.888888888888884,True,Low,False,False,7,8.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:16:40,0.0,True,Low,False,False,7,4.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:21:41,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.918451,2025-06-03 07:21:42,17.14285714285714,True,Low,False,False,7,6.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:21:43,0.0,True,Low,False,False,7,6.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:26:44,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.920417,2025-06-03 07:26:45,19.444444444444443,True,Low,False,False,7,6.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:26:45,0.0,True,Low,False,False,7,6.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:31:46,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.939277,2025-06-03 07:31:47,19.444444444444443,True,Low,False,False,7,6.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:31:48,0.0,True,Low,False,False,7,6.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,20,22,0.90467,2025-06-03 07:36:49,9.090909090909093,True,Low,False,False,7,-15.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.925194,2025-06-03 07:36:50,17.14285714285714,True,Low,False,False,7,9.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:36:51,0.0,True,Low,False,False,7,6.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,20,23,0.90112,2025-06-03 07:41:52,13.043478260869568,True,Low,False,False,7,-15.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.896577,2025-06-03 07:41:52,16.666666666666664,True,Low,False,False,7,10.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:41:53,0.0,True,Low,False,False,7,5.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,20,23,0.890474,2025-06-03 07:46:54,13.043478260869568,True,Low,False,False,7,-15.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.859043,2025-06-03 07:46:55,14.28571428571429,True,Low,False,False,7,10.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:46:56,0.0,True,Low,False,False,7,5.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,19,23,0.910224,2025-06-03 07:51:57,17.391304347826086,True,Low,False,False,7,-16.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.847364,2025-06-03 07:51:58,16.666666666666664,True,Low,False,False,7,11.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:51:59,0.0,True,Low,False,False,7,5.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 07:57:00,0.0,True,Low,False,False,7,-12.0,24.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,35,0.857845,2025-06-03 07:57:01,14.28571428571429,True,Low,False,False,7,7.0,24.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 07:57:01,0.0,True,Low,False,False,7,5.0,24.2,3,cloudy
Boulevard,-5.156843,119.446864,19,23,0.918147,2025-06-03 08:02:02,17.391304347826086,False,Low,False,False,8,-16.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.90226,2025-06-03 08:02:03,19.444444444444443,False,Low,False,False,8,10.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:02:03,0.0,False,Low,False,False,8,6.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:07:04,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,36,0.907932,2025-06-03 08:07:05,19.444444444444443,False,Low,False,False,8,6.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:07:06,0.0,False,Low,False,False,8,6.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:12:07,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.937169,2025-06-03 08:12:08,17.14285714285714,False,Low,False,False,8,6.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:12:08,0.0,False,Low,False,False,8,6.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:17:09,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,31,36,0.942196,2025-06-03 08:17:10,13.888888888888884,False,Low,False,False,8,8.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:17:11,0.0,False,Low,False,False,8,4.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:22:12,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:22:13,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:22:14,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:27:14,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:27:15,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:27:16,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:32:17,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:32:18,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:32:19,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:37:20,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:37:20,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:37:21,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:42:22,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:42:24,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:42:25,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:47:25,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:47:26,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:47:27,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:52:28,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:52:29,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:52:30,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 08:57:31,0.0,False,Low,False,False,8,-12.0,24.9,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 08:57:32,0.0,False,Low,False,False,8,12.0,24.9,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 08:57:33,0.0,False,Low,False,False,8,0.0,24.9,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:02:34,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:02:34,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:02:35,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:07:36,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:07:37,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:07:37,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:12:39,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:12:39,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:12:40,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:17:42,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:17:42,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:17:43,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:22:44,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:22:45,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:22:46,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:27:47,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:27:47,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:27:48,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:32:49,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:32:50,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:32:51,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:37:51,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:37:52,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:37:54,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:42:55,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:42:56,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:42:56,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:47:57,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:47:58,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:47:59,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:53:00,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:53:01,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:53:02,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 09:58:03,0.0,False,Low,False,False,9,-12.0,25.8,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 09:58:03,0.0,False,Low,False,False,9,12.0,25.8,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 09:58:04,0.0,False,Low,False,False,9,0.0,25.8,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:03:06,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:03:06,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:03:07,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:08:08,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:08:09,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:08:10,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:13:12,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:13:13,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:13:14,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:18:15,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:18:16,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:18:16,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:23:17,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,29,35,0.93828,2025-06-03 10:23:19,17.14285714285714,False,Low,False,False,10,6.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:23:19,0.0,False,Low,False,False,10,6.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:28:20,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,31,35,0.954224,2025-06-03 10:28:21,11.428571428571432,False,Low,False,False,10,8.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:28:22,0.0,False,Low,False,False,10,4.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:33:23,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:33:23,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:33:25,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:38:25,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:38:26,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:38:27,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:43:28,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:43:29,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:43:29,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:48:30,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,30,36,0.898083,2025-06-03 10:48:31,16.666666666666664,False,Low,False,False,10,7.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:48:32,0.0,False,Low,False,False,10,5.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:53:33,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:53:34,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-03 10:53:35,0.0,False,Low,False,False,10,0.0,27.2,3,cloudy
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-03 10:58:36,0.0,False,Low,False,False,10,-12.0,27.2,3,cloudy
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-03 10:58:36,0.0,False,Low,False,False,10,12.0,27.2,3,cloudy
